TimeStamp,Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
20211025010811,GET,Get Cookies,10371,0,1800.0,1954.5903973680447,232.6512370000273,7081.419050000022,757452.6821907242,75.74868250283812,0.0,1800,2200,2500,2700,3200,3700,4200,4700,5900,6900,7100
20211025010811,GET,Get PLPs,5403,0,50.0,56.19577149047089,37.8761979995943,1631.4576320000924,1199611.8621136406,39.46293815088558,0.0,50,54,58,60,68,78,97,110,1100,1600,1600
20211025010811,GET,Go to Delivery Page,621,0,3600.0,4171.470068776172,901.4270129996476,52493.488908000014,827868.1851851852,4.535718043994067,0.0,3600,4400,5000,5200,6500,7500,9400,18000,52000,52000,52000
20211025010811,GET,Go to Payment Page,274,0,3900.0,4126.700357729928,1346.4238020001176,14418.930850999914,787005.4598540146,2.001266898638284,0.0,3900,4400,4800,5300,6100,7100,8100,9200,14000,14000,14000
20211025010811,GET,Open PLP Page,6286,0,47.0,63.49828375628449,34.92734900009964,4106.914981000045,1075297.926344257,45.91227636803012,0.0,47,52,55,57,66,76,99,140,2700,4100,4100
20211025010811,POST,Set Shipment Information,476,0,3100.0,3318.9153656491526,1412.151275999804,9762.21762499972,15.0,3.47665344434972,0.0,3100,3600,4100,4300,5000,5700,6400,7200,9800,9800,9800
20211025010811,GET,Verify Cart,643,6,3700.0,3897.822001706065,1076.5028959999654,11629.85862000005,779647.9704510109,4.696403707388382,0.043823362743904,3700,4400,4900,5200,6000,6800,7800,8400,12000,12000,12000
20211025010811,GET,open cart page,10508,0,1800.0,2113.533179637992,228.69775600020148,94417.6129399998,757452.6774838219,76.74931595215726,0.0,1800,2200,2500,2700,3300,3800,4400,4900,91000,94000,94000
20211025005905,POST,Add to Bag,22,0,2800.0,2802.1499137727365,2209.5944299999246,3315.5399089999946,25433.68181818182,0.0128072350815708,0.0,2800,2900,3000,3000,3200,3200,3300,3300,3300,3300,3300
20211025005905,POST,Add to Wishlist,1,0,663.208033999922,663.208033999922,663.208033999922,663.208033999922,5801.0,0.0005821470491623,0.0,660,660,660,660,660,660,660,660,660,660,660
20211025005905,GET,Get Cookies,167,0,780.0,915.0785529880266,398.77850000004855,1484.1792579999833,538593.9760479042,0.0972185572101057,0.0,780,1300,1300,1300,1400,1500,1500,1500,1500,1500,1500
20211025005905,GET,Get PLPs,82,0,30.0,55.3718927073204,27.30601400003252,1959.957404000022,546590.0975609756,0.0477360580313094,0.0,30,32,33,34,38,40,76,2000,2000,2000,2000
20211025005905,GET,Go to Delivery Page,11,0,2200.0,2252.125640909154,2085.894068000016,2512.7919960000327,619242.0,0.0064036175407854,0.0,2200,2300,2300,2300,2400,2500,2500,2500,2500,2500,2500
20211025005905,GET,Go to Payment Page,2,0,2300.0,2366.28419449994,2295.720159999973,2436.8482289999065,630430.5,0.0011642940983246,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
20211025005905,GET,Open PLP Page,106,0,35.0,165.14537845283036,30.30502600006457,2032.6648559999967,851028.141509434,0.0617075872112048,0.0,35,37,38,39,42,1700,1800,1800,2000,2000,2000
20211025005905,POST,Set Shipment Information,6,0,2200.0,2192.412718166708,1855.930699000055,2531.349068000054,15.0,0.0034928822949738,0.0,2300,2300,2300,2300,2500,2500,2500,2500,2500,2500,2500
20211025005905,GET,Verify Cart,11,0,1700.0,1698.824983727253,1407.346367999935,2338.970330999928,580144.0,0.0064036175407854,0.0,1700,1700,1700,1700,2000,2300,2300,2300,2300,2300,2300
20211025005905,GET,open cart page,167,0,830.0,973.2823323892194,434.4391160000214,1692.1740280000108,538593.9341317365,0.0972185572101057,0.0,830,1300,1300,1400,1500,1500,1600,1700,1700,1700,1700
20211023215433,POST,Add to Bag,226,0,1900.0,1997.6840859823096,1310.3570900020711,3701.058799000748,24941.800884955752,0.0142165416080423,0.0,1900,2100,2200,2300,2500,2800,3000,3100,3700,3700,3700
20211023215433,POST,Add to Wishlist,13,0,500.0,504.9078483848112,474.5615549982176,558.8084730006813,5801.0,0.0008177656677192,0.0,500,510,520,520,530,560,560,560,560,560,560
20211023215433,GET,Get Cookies,1634,0,610.0,668.9398420519897,393.7838040001225,1616.7972530020052,540784.2135862913,0.1027868539271734,0.0,610,650,690,720,1200,1300,1300,1400,1500,1600,1600
20211023215433,GET,Get PLPs,865,0,36.0,44.33484482895206,27.113260999612976,5069.088186999579,557972.1202312139,0.0544128694290116,0.0,36,38,40,42,45,51,56,63,5100,5100,5100
20211023215433,GET,Go to Delivery Page,113,0,1400.0,1525.531754884847,1103.039360998082,4899.251693001133,619523.9823008849,0.0071082708040211,0.0,1400,1500,1600,1700,2000,2100,2200,2300,4900,4900,4900
20211023215433,GET,Go to Payment Page,65,0,1500.0,1500.3781535694611,1098.2228229986504,2495.6588770000963,587915.8461538461,0.0040888283385962,0.0,1500,1500,1600,1600,1900,2200,2400,2500,2500,2500,2500
20211023215433,GET,Open PLP Page,982,0,40.0,71.67815147761233,30.90618100031861,6749.604495998938,840470.2617107943,0.0617727604384848,0.0,40,43,44,46,51,60,750,1000,6700,6700,6700
